order_date,total_orders,revenue,avg_order_value
2023-11-07,13,6562.54,504.8107692307692
2023-11-08,6,3424.45,570.7416666666667
2023-11-09,10,7249.5199999999995,724.952
2023-11-10,10,3880.0,388.0
2023-11-11,2,300.99,150.495
2023-11-12,4,1341.1100000000001,335.27750000000003
2023-11-13,7,1704.72,243.53142857142856
2023-11-14,4,1265.65,316.4125
2023-11-15,8,2172.64,271.58
2023-11-16,7,1752.3899999999999,250.34142857142857
2023-11-17,10,5240.26,524.0260000000001
2023-11-18,8,3857.02,482.1275
2023-11-19,5,1290.78,258.156
2023-11-20,11,3812.68,346.6072727272727
2023-11-21,6,2006.59,334.4316666666667
2023-11-22,14,8786.92,627.6371428571429
2023-11-23,3,527.2,175.73333333333335
2023-11-24,13,5658.1900000000005,435.24538461538464
2023-11-25,7,4358.75,622.6785714285714
2023-11-26,6,1540.6000000000001,256.7666666666667
2023-11-27,4,2076.31,519.0775
2023-11-28,9,5514.280000000001,612.6977777777779
2023-11-29,6,2038.6299999999999,339.77166666666665
2023-11-30,8,4032.56,504.07
2023-12-01,9,4226.84,469.6488888888889
2023-12-02,8,3959.48,494.935
2023-12-03,8,4094.06,511.7575
2023-12-04,9,5104.11,567.1233333333333
2023-12-05,9,3820.47,424.49666666666667
2023-12-06,5,1703.1299999999999,340.626
2023-12-07,4,1822.54,455.635
2023-12-08,5,1872.67,374.534
2023-12-09,9,4629.44,514.3822222222221
2023-12-10,8,2470.83,308.85375
2023-12-11,10,6534.72,653.472
2023-12-12,4,1967.07,491.7675
2023-12-13,5,2144.77,428.954
2023-12-14,5,1910.41,382.082
2023-12-15,5,2610.43,522.086
2023-12-16,7,2396.0,342.2857142857143
2023-12-17,7,4142.98,591.8542857142857
2023-12-18,4,1586.47,396.6175
2023-12-19,2,940.41,470.205
2023-12-20,6,3153.35,525.5583333333333
2023-12-21,4,1319.25,329.8125
2023-12-22,8,2990.25,373.78125
2023-12-23,10,4914.26,491.42600000000004
2023-12-24,3,810.77,270.25666666666666
2023-12-25,14,7189.57,513.5407142857142
2023-12-26,7,2872.37,410.3385714285714
2023-12-27,5,1505.63,301.12600000000003
2023-12-28,9,4854.42,539.38
2023-12-29,7,3310.98,472.9971428571429
2023-12-30,5,3594.7799999999997,718.9559999999999
2023-12-31,12,4055.08,337.92333333333335
2024-01-01,6,2216.29,369.38166666666666
2024-01-02,7,2578.78,368.3971428571429
2024-01-03,5,1973.8799999999999,394.77599999999995
2024-01-04,10,4173.56,417.35600000000005
2024-01-05,9,3389.52,376.61333333333334
2024-01-06,8,2997.43,374.67875
2024-01-07,9,2883.04,320.3377777777778
2024-01-08,12,3221.47,268.4558333333333
2024-01-09,10,3964.84,396.48400000000004
2024-01-10,8,3456.86,432.1075
2024-01-11,11,3867.95,351.6318181818182
2024-01-12,3,1374.39,458.13000000000005
2024-01-13,5,1402.57,280.514
2024-01-14,8,5161.8,645.225
2024-01-15,10,3183.5099999999998,318.351
2024-01-16,5,1332.42,266.48400000000004
2024-01-17,6,3031.11,505.185
2024-01-18,7,3763.7599999999998,537.68
2024-01-19,8,4579.15,572.39375
2024-01-20,7,2790.79,398.6842857142857
2024-01-21,11,6070.92,551.9018181818182
2024-01-22,3,344.42999999999995,114.80999999999999
2024-01-23,11,4887.9,444.3545454545454
2024-01-24,10,5565.64,556.5640000000001
2024-01-25,3,680.0699999999999,226.68999999999997
2024-01-26,5,1559.85,311.96999999999997
2024-01-27,15,6842.62,456.17466666666667
2024-01-28,6,3218.87,536.4783333333334
2024-01-29,3,387.03,129.01
2024-01-30,6,2062.89,343.815
2024-01-31,5,1444.5,288.9
2024-02-01,5,3331.64,666.328
2024-02-02,4,1154.52,288.63
2024-02-03,6,3100.79,516.7983333333333
2024-02-04,10,4038.79,403.879
2024-02-05,6,1600.42,266.7366666666667
2024-02-06,7,4994.54,713.5057142857142
2024-02-07,7,3426.88,489.55428571428575
2024-02-08,10,5011.05,501.105
2024-02-09,5,2538.61,507.72200000000004
2024-02-10,11,3063.83,278.53
2024-02-11,12,5101.13,425.0941666666667
2024-02-12,8,3137.75,392.21875
2024-02-13,5,1529.42,305.884
2024-02-14,8,6640.9800000000005,830.1225000000001
2024-02-15,5,2115.05,423.01000000000005
2024-02-16,6,2181.56,363.5933333333333
2024-02-17,10,4665.139999999999,466.51399999999995
2024-02-18,8,2859.91,357.48875
2024-02-19,7,4207.43,601.0614285714286
2024-02-20,3,678.5500000000001,226.18333333333337
2024-02-21,4,1706.63,426.6575
2024-02-22,12,5662.5,471.875
2024-02-23,4,1575.94,393.985
2024-02-24,8,3609.89,451.23625
2024-02-25,8,2434.9700000000003,304.37125000000003
2024-02-26,10,6194.54,619.454
2024-02-27,10,3160.36,316.036
2024-02-28,11,3720.55,338.2318181818182
2024-02-29,9,4127.3,458.5888888888889
2024-03-01,6,1938.48,323.08
2024-03-02,6,977.01,162.835
2024-03-03,9,2303.76,255.97333333333336
2024-03-04,4,1533.95,383.4875
2024-03-05,4,932.79,233.1975
2024-03-06,7,2610.73,372.9614285714286
2024-03-07,5,1822.15,364.43
2024-03-08,7,1302.32,186.04571428571427
2024-03-09,5,1085.67,217.13400000000001
2024-03-10,9,3639.82,404.4244444444445
2024-03-11,11,4108.69,373.5172727272727
2024-03-12,6,968.39,161.39833333333334
2024-03-13,7,2373.63,339.09000000000003
2024-03-14,5,3061.3,612.26
2024-03-15,10,2910.2400000000002,291.024
2024-03-16,3,1134.47,378.1566666666667
2024-03-17,10,4149.5,414.95
2024-03-18,8,4325.41,540.67625
2024-03-19,4,1528.51,382.1275
2024-03-20,3,903.6600000000001,301.22
2024-03-21,6,2533.02,422.17
2024-03-22,6,2709.18,451.53
2024-03-23,8,2532.52,316.565
2024-03-24,2,130.89000000000001,65.44500000000001
2024-03-25,6,1991.6599999999999,331.9433333333333
2024-03-26,8,1538.31,192.28875
2024-03-27,12,2825.0299999999997,235.41916666666665
2024-03-28,8,2427.67,303.45875
2024-03-29,14,3189.43,227.81642857142856
2024-03-30,4,759.73,189.9325
2024-03-31,12,4448.98,370.7483333333333
2024-04-01,7,1662.7,237.52857142857144
2024-04-02,11,2888.56,262.5963636363636
2024-04-03,6,1517.19,252.865
2024-04-04,11,4578.95,416.2681818181818
2024-04-05,14,5654.41,403.88642857142855
2024-04-06,6,1646.63,274.43833333333333
2024-04-07,7,1671.85,238.83571428571426
2024-04-08,6,1204.13,200.68833333333336
2024-04-09,3,2361.51,787.1700000000001
2024-04-10,8,1291.16,161.395
2024-04-11,7,1958.1599999999999,279.7371428571428
2024-04-12,4,1180.31,295.0775
2024-04-13,2,360.64,180.32
2024-04-14,11,3759.05,341.7318181818182
2024-04-15,10,2532.71,253.27100000000002
2024-04-16,9,1680.62,186.73555555555555
2024-04-17,5,1228.8,245.76
2024-04-18,5,2029.52,405.904
2024-04-19,7,3042.65,434.6642857142857
2024-04-20,7,2256.54,322.36285714285714
2024-04-21,10,3823.39,382.339
2024-04-22,5,1342.75,268.55
2024-04-23,8,1538.96,192.37
2024-04-24,7,2361.98,337.42571428571426
2024-04-25,9,2540.71,282.30111111111114
2024-04-26,6,1246.6299999999999,207.77166666666665
2024-04-27,4,369.21,92.3025
2024-04-28,10,2528.11,252.811
2024-04-29,10,2768.84,276.884
2024-04-30,9,2640.18,293.3533333333333
2024-05-01,7,1512.9,216.12857142857143
2024-05-02,5,951.68,190.33599999999998
2024-05-03,13,3355.5499999999997,258.11923076923074
2024-05-04,5,1735.66,347.132
2024-05-05,3,721.24,240.41333333333333
2024-05-06,8,2010.53,251.31625
2024-05-07,7,2447.5,349.64285714285717
2024-05-08,7,2914.56,416.36571428571426
2024-05-09,7,973.5600000000001,139.08
2024-05-11,9,1449.19,161.0211111111111
2024-05-12,7,2203.2,314.74285714285713
2024-05-13,8,1852.28,231.535
2024-05-14,9,1146.62,127.4022222222222
2024-05-15,7,2002.7,286.1
2024-05-16,9,2958.7200000000003,328.74666666666667
2024-05-17,6,1375.74,229.29
2024-05-18,7,1771.45,253.06428571428572
2024-05-19,6,1513.91,252.31833333333336
2024-05-20,8,1799.3700000000001,224.92125000000001
2024-05-21,4,1504.8,376.2
2024-05-22,4,906.22,226.555
2024-05-23,9,2373.2799999999997,263.69777777777773
2024-05-24,12,3408.94,284.0783333333333
2024-05-25,11,2509.23,228.1118181818182
2024-05-26,7,1642.75,234.67857142857142
2024-05-27,9,2825.41,313.9344444444444
2024-05-28,7,1867.89,266.8414285714286
2024-05-29,13,6262.7,481.74615384615385
2024-05-30,9,2411.95,267.9944444444444
2024-05-31,9,2997.62,333.06888888888886
2024-06-01,11,4096.84,372.44
2024-06-02,4,928.11,232.0275
2024-06-03,7,2844.1,406.3
2024-06-04,4,2515.43,628.8575
2024-06-05,11,5377.26,488.8418181818182
2024-06-06,7,3301.5499999999997,471.65
2024-06-07,5,3029.06,605.812
2024-06-08,6,1667.72,277.9533333333333
2024-06-09,8,5567.59,695.94875
2024-06-10,5,601.51,120.30199999999999
2024-06-11,13,4684.8,360.3692307692308
2024-06-12,7,4886.71,698.1014285714285
2024-06-13,11,4259.73,387.24818181818176
2024-06-14,5,1932.62,386.524
2024-06-15,12,6589.37,549.1141666666666
2024-06-16,7,3170.25,452.89285714285717
2024-06-17,6,1392.81,232.135
2024-06-18,8,2151.17,268.89625
2024-06-19,12,4868.62,405.7183333333333
2024-06-20,11,5228.65,475.33181818181816
2024-06-21,4,2639.91,659.9775
2024-06-22,9,2445.65,271.7388888888889
2024-06-23,7,1530.88,218.69714285714286
2024-06-24,8,4492.28,561.535
2024-06-25,8,2053.48,256.685
2024-06-26,10,4026.37,402.637
2024-06-27,6,2627.32,437.8866666666667
2024-06-28,5,1177.3,235.45999999999998
2024-06-29,9,2876.67,319.63
2024-06-30,6,4220.04,703.34
2024-07-01,8,3962.04,495.255
2024-07-02,7,4280.64,611.5200000000001
2024-07-03,10,3917.25,391.725
2024-07-04,5,2382.23,476.446
2024-07-05,9,4638.81,515.4233333333334
2024-07-06,4,2181.41,545.3525
2024-07-07,9,3836.03,426.22555555555556
2024-07-08,5,4780.73,956.146
2024-07-09,1,1094.64,1094.64
2024-07-10,7,3633.34,519.0485714285714
2024-07-11,4,1741.74,435.435
2024-07-12,8,2398.15,299.76875
2024-07-13,7,2653.53,379.0757142857143
2024-07-14,9,3790.2599999999998,421.14
2024-07-15,8,3286.26,410.7825
2024-07-16,6,2503.43,417.2383333333333
2024-07-17,7,2973.84,424.8342857142857
2024-07-18,10,4000.0499999999997,400.005
2024-07-19,10,5337.85,533.7850000000001
2024-07-20,6,2001.69,333.615
2024-07-21,5,2549.7,509.93999999999994
2024-07-22,3,1077.1,359.0333333333333
2024-07-23,6,2430.83,405.1383333333333
2024-07-24,4,1080.95,270.2375
2024-07-25,5,2469.16,493.832
2024-07-26,8,2506.7400000000002,313.34250000000003
2024-07-27,4,1245.08,311.27
2024-07-28,8,2781.29,347.66125
2024-07-29,12,5255.71,437.97583333333336
2024-07-30,10,3298.42,329.842
2024-07-31,5,4807.22,961.4440000000001
2024-08-01,10,3380.01,338.00100000000003
2024-08-02,5,1498.3899999999999,299.678
2024-08-03,2,921.3,460.65
2024-08-04,14,4895.14,349.65285714285716
2024-08-05,14,7161.5599999999995,511.53999999999996
2024-08-06,5,1174.51,234.902
2024-08-07,8,4247.31,530.91375
2024-08-08,10,5397.48,539.7479999999999
2024-08-09,5,3147.99,629.598
2024-08-10,8,4134.07,516.75875
2024-08-11,5,3049.9900000000002,609.998
2024-08-12,8,3844.3,480.5375
2024-08-13,1,346.18,346.18
2024-08-14,7,3010.8599999999997,430.1228571428571
2024-08-15,5,2271.73,454.346
2024-08-16,11,5674.36,515.8509090909091
2024-08-17,2,255.09,127.545
2024-08-18,8,4834.83,604.35375
2024-08-19,14,9851.04,703.6457142857143
2024-08-20,6,3794.15,632.3583333333333
2024-08-21,12,8379.869999999999,698.3224999999999
2024-08-22,6,4213.77,702.2950000000001
2024-08-23,7,6443.8,920.5428571428572
2024-08-24,7,3381.25,483.0357142857143
2024-08-25,10,7047.31,704.731
2024-08-26,5,2612.23,522.446
2024-08-27,6,2763.66,460.60999999999996
2024-08-28,6,4675.61,779.2683333333333
2024-08-29,8,4218.61,527.32625
2024-08-30,6,4548.41,758.0683333333333
2024-08-31,7,2900.09,414.29857142857145
2024-09-01,11,3141.16,285.56
2024-09-02,5,1575.88,315.17600000000004
2024-09-03,7,2649.22,378.46
2024-09-04,9,2809.64,312.1822222222222
2024-09-05,5,1331.71,266.342
2024-09-06,9,2525.28,280.5866666666667
2024-09-07,4,2926.9,731.725
2024-09-08,6,2689.45,448.2416666666666
2024-09-09,7,1501.1599999999999,214.45142857142855
2024-09-10,2,601.53,300.765
2024-09-11,5,1200.55,240.10999999999999
2024-09-12,7,2666.1,380.87142857142857
2024-09-13,14,4707.73,336.26642857142855
2024-09-14,5,1200.68,240.13600000000002
2024-09-15,10,2390.13,239.013
2024-09-16,6,3051.29,508.54833333333335
2024-09-17,8,2088.57,261.07125
2024-09-18,6,2420.27,403.37833333333333
2024-09-19,6,1464.19,244.03166666666667
2024-09-20,4,624.01,156.0025
2024-09-21,9,2339.5099999999998,259.94555555555553
2024-09-22,6,1670.15,278.35833333333335
2024-09-23,2,346.4,173.2
2024-09-24,6,1667.3600000000001,277.8933333333334
2024-09-25,13,3690.35,283.8730769230769
2024-09-26,8,1839.93,229.99125
2024-09-27,5,2215.54,443.108
2024-09-28,6,973.75,162.29166666666666
2024-09-29,5,1701.47,340.294
2024-09-30,8,1747.71,218.46375
2024-10-01,6,1790.02,298.33666666666664
2024-10-02,13,2762.5099999999998,212.5007692307692
2024-10-03,5,806.48,161.296
2024-10-04,6,1591.42,265.2366666666667
2024-10-05,9,2004.96,222.77333333333334
2024-10-06,7,2611.39,373.05571428571426
2024-10-07,5,905.65,181.13
2024-10-08,8,3967.97,495.99625
2024-10-09,9,2609.79,289.9766666666667
2024-10-10,6,1488.4099999999999,248.0683333333333
2024-10-11,6,714.59,119.09833333333334
2024-10-12,3,447.72,149.24
2024-10-13,7,903.52,129.0742857142857
2024-10-14,7,3312.79,473.2557142857143
2024-10-15,14,5329.45,380.675
2024-10-16,12,4079.57,339.9641666666667
2024-10-17,7,1929.9,275.7
2024-10-18,7,3036.31,433.75857142857143
2024-10-19,11,3531.85,321.0772727272727
2024-10-20,5,1435.94,287.188
2024-10-21,10,2694.96,269.496
2024-10-22,7,1382.88,197.55428571428573
2024-10-23,9,3128.8,347.64444444444445
2024-10-24,8,3173.91,396.73875
2024-10-25,4,1231.79,307.9475
2024-10-26,4,914.61,228.6525
2024-10-27,6,1418.26,236.37666666666667
2024-10-28,12,4441.3,370.10833333333335
2024-10-29,7,1038.63,148.3757142857143
2024-10-30,8,1227.06,153.3825
2024-10-31,8,2382.2,297.775
2024-11-01,6,1967.59,327.9316666666667
2024-11-02,10,4631.42,463.142
2024-11-03,9,4346.13,482.90333333333336
2024-11-04,4,732.11,183.0275
2024-11-05,7,2348.4,335.4857142857143
2024-11-06,10,5431.39,543.139
2024-11-07,9,2823.72,313.74666666666667
2024-11-08,13,4774.3,367.25384615384615
2024-11-09,4,695.47,173.8675
2024-11-10,5,5738.23,1147.646
2024-11-11,7,4905.42,700.7742857142857
2024-11-12,5,2436.5,487.3
2024-11-13,12,5335.72,444.6433333333334
2024-11-14,9,5670.79,630.0877777777778
2024-11-15,8,2547.15,318.39375
2024-11-16,6,1718.24,286.37333333333333
2024-11-17,4,2125.62,531.405
2024-11-18,10,6872.9400000000005,687.2940000000001
2024-11-19,9,5611.14,623.46
2024-11-20,9,2863.64,318.1822222222222
2024-11-21,7,2992.08,427.44
2024-11-22,2,1276.72,638.36
2024-11-23,8,3692.49,461.56125
2024-11-24,10,4026.6899999999996,402.669
2024-11-25,5,1590.39,318.07800000000003
2024-11-26,9,3691.34,410.1488888888889
2024-11-27,9,4988.72,554.3022222222222
2024-11-28,3,2126.15,708.7166666666667
2024-11-29,9,2921.33,324.59222222222223
2024-11-30,10,3761.7000000000003,376.17
2024-12-01,6,2776.16,462.6933333333333
2024-12-02,10,4219.04,421.904
2024-12-03,6,2260.96,376.82666666666665
2024-12-04,4,1149.97,287.4925
2024-12-05,6,2571.48,428.58
2024-12-06,6,2517.9,419.65000000000003
2024-12-07,4,3457.69,864.4225
2024-12-08,5,1263.8899999999999,252.77799999999996
2024-12-09,10,6297.76,629.7760000000001
2024-12-10,8,1840.01,230.00125
2024-12-11,7,3252.38,464.6257142857143
2024-12-12,6,3164.54,527.4233333333333
2024-12-13,7,3869.98,552.8542857142858
2024-12-14,4,1833.41,458.3525
2024-12-15,4,1446.23,361.5575
2024-12-16,8,2328.23,291.02875
2024-12-17,4,1609.02,402.255
2024-12-18,9,3759.16,417.6844444444444
2024-12-19,5,1885.75,377.15
2024-12-20,10,3348.89,334.889
2024-12-21,6,2548.15,424.69166666666666
2024-12-22,11,6420.22,583.6563636363636
2024-12-23,11,3184.15,289.46818181818185
2024-12-24,8,3965.02,495.6275
2024-12-25,7,5938.01,848.2871428571428
2024-12-26,10,4314.76,431.476
2024-12-27,13,4940.83,380.06384615384616
2024-12-28,7,2605.88,372.2685714285714
2024-12-29,7,4341.66,620.2371428571429
2024-12-30,6,2112.63,352.105
2024-12-31,7,3575.96,510.8514285714286
2025-01-01,4,2881.36,720.34
2025-01-02,10,3169.09,316.909
2025-01-03,7,2854.09,407.7271428571429
2025-01-04,4,3013.29,753.3225
2025-01-05,5,4037.63,807.5260000000001
2025-01-06,10,3085.02,308.502
2025-01-07,9,5456.29,606.2544444444444
2025-01-08,9,4634.28,514.92
2025-01-09,11,2881.12,261.92
2025-01-10,6,2718.96,453.16
2025-01-11,10,5488.99,548.899
2025-01-12,10,6418.49,641.8489999999999
2025-01-13,7,2958.5299999999997,422.6471428571428
2025-01-14,6,4773.95,795.6583333333333
2025-01-15,9,3375.9,375.1
2025-01-16,8,3812.1,476.5125
2025-01-17,10,5087.99,508.799
2025-01-18,7,3127.24,446.7485714285714
2025-01-19,6,2523.45,420.575
2025-01-20,4,1991.23,497.8075
2025-01-21,5,1996.78,399.356
2025-01-22,4,1912.92,478.23
2025-01-23,7,1549.97,221.42428571428573
2025-01-24,10,4758.03,475.803
2025-01-25,6,3072.1,512.0166666666667
2025-01-26,6,2674.42,445.7366666666667
2025-01-27,9,4425.07,491.6744444444444
2025-01-28,8,4841.84,605.23
2025-01-29,13,6732.79,517.906923076923
2025-01-30,10,4032.38,403.238
2025-01-31,11,3336.55,303.32272727272726
2025-02-01,9,4839.09,537.6766666666667
2025-02-02,6,3820.08,636.68
2025-02-03,9,2462.77,273.6411111111111
2025-02-04,9,4131.17,459.0188888888889
2025-02-05,8,2118.5299999999997,264.81624999999997
2025-02-06,7,4912.09,701.7271428571429
2025-02-07,5,3214.92,642.984
2025-02-08,4,1130.36,282.59
2025-02-09,5,1973.91,394.78200000000004
2025-02-10,7,2602.36,371.7657142857143
2025-02-11,8,2570.9,321.3625
2025-02-12,6,1393.31,232.21833333333333
2025-02-13,2,326.39,163.195
2025-02-14,6,2098.87,349.81166666666667
2025-02-15,9,3500.46,388.94
2025-02-16,7,3683.0499999999997,526.15
2025-02-17,6,1955.36,325.8933333333333
2025-02-18,13,5115.22,393.47846153846154
2025-02-19,9,3894.38,432.7088888888889
2025-02-20,8,3816.5,477.0625
2025-02-21,8,3218.07,402.25875
2025-02-22,10,3969.31,396.931
2025-02-23,7,2265.68,323.6685714285714
2025-02-24,6,1932.27,322.045
2025-02-25,4,2836.1,709.025
2025-02-26,7,4262.98,608.9971428571428
2025-02-27,5,2279.79,455.95799999999997
2025-02-28,5,1767.47,353.494
2025-03-01,6,1141.43,190.23833333333334
2025-03-02,12,2907.9900000000002,242.3325
2025-03-03,11,3541.97,321.99727272727273
2025-03-04,9,2440.3,271.14444444444445
2025-03-05,12,3116.19,259.6825
2025-03-06,9,4006.37,445.15222222222224
2025-03-07,8,2442.27,305.28375
2025-03-08,5,1202.73,240.546
2025-03-09,5,914.89,182.978
2025-03-10,11,4255.13,386.83
2025-03-11,6,4031.45,671.9083333333333
2025-03-12,6,4591.04,765.1733333333333
2025-03-13,7,3186.16,455.1657142857143
2025-03-14,8,1780.44,222.555
2025-03-15,6,2088.29,348.04833333333335
2025-03-16,13,4789.37,368.4130769230769
2025-03-17,8,2540.31,317.53875
2025-03-18,8,2064.6,258.075
2025-03-19,8,1383.74,172.9675
2025-03-20,10,3904.03,390.403
2025-03-21,4,489.77,122.4425
2025-03-22,10,1880.06,188.006
2025-03-23,6,2288.16,381.35999999999996
2025-03-24,10,3746.37,374.637
2025-03-25,10,3328.42,332.842
2025-03-26,8,3949.57,493.69625
2025-03-27,6,1764.84,294.14
2025-03-28,3,1222.2,407.40000000000003
2025-03-29,7,2083.88,297.69714285714286
2025-03-30,9,2872.9900000000002,319.22111111111116
2025-03-31,8,1856.45,232.05625
2025-04-01,11,4033.43,366.67545454545456
2025-04-02,8,2553.56,319.195
2025-04-03,4,951.5500000000001,237.88750000000002
2025-04-04,4,1256.06,314.015
2025-04-05,9,2415.17,268.3522222222222
2025-04-06,3,689.6899999999999,229.89666666666665
2025-04-07,9,2167.25,240.80555555555554
2025-04-08,6,1399.9199999999998,233.31999999999996
2025-04-09,7,1895.65,270.8071428571429
2025-04-10,10,4894.29,489.429
2025-04-11,6,2510.7400000000002,418.4566666666667
2025-04-12,8,1867.45,233.43125
2025-04-13,8,3067.64,383.455
2025-04-14,6,1882.98,313.83
2025-04-15,10,1762.34,176.23399999999998
2025-04-16,8,2437.89,304.73625
2025-04-17,4,1895.8300000000002,473.95750000000004
2025-04-18,3,1160.81,386.93666666666667
2025-04-19,9,2505.15,278.35
2025-04-20,6,1119.44,186.57333333333335
2025-04-21,6,828.11,138.01833333333335
2025-04-22,8,2317.9900000000002,289.74875000000003
2025-04-23,6,1455.4299999999998,242.57166666666663
2025-04-24,6,911.83,151.97166666666666
2025-04-25,8,2959.26,369.9075
2025-04-26,6,1619.8,269.96666666666664
2025-04-27,8,1470.26,183.7825
2025-04-28,5,614.1,122.82000000000001
2025-04-29,10,2960.48,296.048
2025-04-30,7,2902.91,414.70142857142855
2025-05-01,6,1559.85,259.97499999999997
2025-05-02,6,1978.6399999999999,329.7733333333333
2025-05-03,6,1820.26,303.37666666666667
2025-05-04,6,1042.37,173.72833333333332
2025-05-05,3,751.64,250.54666666666665
2025-05-06,8,2333.36,291.67
2025-05-07,4,402.73,100.6825
2025-05-08,8,2831.74,353.9675
2025-05-09,12,3188.58,265.715
2025-05-10,3,713.08,237.69333333333336
2025-05-11,8,2180.11,272.51375
2025-05-12,3,311.99,103.99666666666667
2025-05-13,5,701.85,140.37
2025-05-14,8,1768.38,221.0475
2025-05-15,7,2521.32,360.18857142857144
2025-05-16,4,1313.74,328.435
2025-05-17,8,1635.46,204.4325
2025-05-18,7,1512.1,216.0142857142857
2025-05-19,5,470.65,94.13
2025-05-20,5,2062.06,412.412
2025-05-21,8,2387.8,298.475
2025-05-22,10,2903.83,290.383
2025-05-23,9,3623.4900000000002,402.61
2025-05-24,13,3627.7400000000002,279.0569230769231
2025-05-25,5,1374.49,274.898
2025-05-26,5,2154.46,430.892
2025-05-27,3,2461.71,820.57
2025-05-28,5,3245.68,649.136
2025-05-29,7,4325.02,617.86
2025-05-30,3,2049.56,683.1866666666666
2025-05-31,6,1703.93,283.98833333333334
2025-06-01,7,4413.99,630.5699999999999
2025-06-02,15,6371.76,424.784
2025-06-03,7,2950.52,421.5028571428571
2025-06-04,13,5320.8099999999995,409.2930769230769
2025-06-05,7,2664.71,380.67285714285714
2025-06-06,13,8065.53,620.4253846153846
2025-06-07,8,2680.19,335.02375
2025-06-08,12,6144.7,512.0583333333333
2025-06-09,2,651.69,325.845
2025-06-10,11,5079.24,461.7490909090909
2025-06-11,7,2492.1,356.0142857142857
2025-06-12,6,3458.41,576.4016666666666
2025-06-13,7,3595.34,513.62
2025-06-14,2,978.33,489.165
2025-06-15,5,2055.48,411.096
2025-06-16,8,3400.0499999999997,425.00624999999997
2025-06-17,5,2084.42,416.884
2025-06-18,6,3021.54,503.59
2025-06-19,8,2685.19,335.64875
2025-06-20,9,1801.87,200.20777777777778
2025-06-21,10,6516.72,651.672
2025-06-22,10,4776.69,477.669
2025-06-23,6,2085.48,347.58
2025-06-24,6,3050.67,508.445
2025-06-25,6,3055.44,509.24
2025-06-26,6,1577.63,262.93833333333333
2025-06-27,14,4763.74,340.26714285714286
2025-06-28,6,2045.05,340.84166666666664
2025-06-29,13,9043.38,695.6446153846153
2025-06-30,7,3022.61,431.8014285714286
2025-07-01,12,5233.31,436.1091666666667
2025-07-02,7,3843.7799999999997,549.1114285714285
2025-07-03,12,6453.37,537.7808333333334
2025-07-04,3,395.27,131.75666666666666
2025-07-05,3,2844.01,948.0033333333334
2025-07-06,4,1462.6,365.65
2025-07-07,9,3686.66,409.62888888888887
2025-07-08,7,3463.88,494.84000000000003
2025-07-09,8,3281.8399999999997,410.22999999999996
2025-07-10,6,1993.9,332.31666666666666
2025-07-11,14,6875.25,491.0892857142857
2025-07-12,7,2361.46,337.3514285714286
2025-07-13,11,3398.59,308.9627272727273
2025-07-14,7,2585.75,369.39285714285717
2025-07-15,4,1129.06,282.265
2025-07-16,9,3232.06,359.11777777777775
2025-07-17,2,685.15,342.575
2025-07-18,9,7921.78,880.1977777777778
2025-07-19,10,5152.71,515.271
2025-07-20,7,1644.49,234.92714285714285
2025-07-21,9,1560.1,173.34444444444443
2025-07-22,9,3982.79,442.53222222222223
2025-07-23,2,762.6999999999999,381.34999999999997
2025-07-24,4,963.12,240.78
2025-07-25,8,3100.04,387.505
2025-07-26,7,2789.05,398.4357142857143
2025-07-27,4,1576.16,394.04
2025-07-28,9,6648.48,738.7199999999999
2025-07-29,11,4435.34,403.2127272727273
2025-07-30,4,2217.8199999999997,554.4549999999999
2025-07-31,11,3938.89,358.0809090909091
2025-08-01,3,1679.65,559.8833333333333
2025-08-02,7,2028.8400000000001,289.8342857142857
2025-08-03,10,4700.01,470.00100000000003
2025-08-04,7,3702.04,528.8628571428571
2025-08-05,5,1717.78,343.556
2025-08-06,6,2557.56,426.26
2025-08-07,10,5094.5,509.45
2025-08-08,9,2359.36,262.1511111111111
2025-08-09,6,1466.89,244.48166666666668
2025-08-10,7,1556.57,222.36714285714285
2025-08-11,8,3483.71,435.46375
2025-08-12,5,1821.05,364.21
2025-08-13,7,4470.4,638.6285714285714
2025-08-14,8,2787.73,348.46625
2025-08-15,8,4085.75,510.71875
2025-08-16,11,6949.32,631.7563636363636
2025-08-17,8,3395.4,424.425
2025-08-18,9,3779.92,419.99111111111114
2025-08-19,3,2662.3199999999997,887.4399999999999
2025-08-20,6,3128.46,521.41
2025-08-21,5,2703.15,540.63
2025-08-22,8,5039.99,629.99875
2025-08-23,5,1992.93,398.586
2025-08-24,5,2676.05,535.21
2025-08-25,7,2706.46,386.63714285714286
2025-08-26,10,6281.19,628.1189999999999
2025-08-27,7,4850.61,692.9442857142857
2025-08-28,7,1839.6100000000001,262.8014285714286
2025-08-29,7,3824.98,546.4257142857143
2025-08-30,6,1463.92,243.98666666666668
2025-08-31,6,2027.48,337.91333333333336
2025-09-01,7,1742.1,248.87142857142857
2025-09-02,11,3870.54,351.86727272727273
2025-09-03,7,3062.79,437.5414285714286
2025-09-04,7,2439.32,348.4742857142857
2025-09-05,13,4097.66,315.20461538461535
2025-09-06,3,731.27,243.75666666666666
2025-09-07,5,3072.18,614.4359999999999
2025-09-08,7,2334.2799999999997,333.4685714285714
2025-09-09,6,2422.28,403.71333333333337
2025-09-10,5,1055.81,211.16199999999998
2025-09-11,7,3079.7,439.95714285714286
2025-09-12,4,840.09,210.0225
2025-09-13,8,2526.13,315.76625
