item_id,order_id,drug_id,quantity,unit_price,line_total
9944,3863,25,1,27.05,27.05
9945,3863,12,1,67.4,67.4
9946,3864,26,2,18.23,36.46
9947,3864,42,4,65.42,261.68
9948,3864,48,4,94.16,376.64
9949,3864,28,4,63.55,254.2
9950,3864,44,2,71.18,142.36
9951,3865,1,3,12.77,38.31
9952,3865,36,3,29.45,88.35
9953,3865,17,3,144.39,433.16999999999996
9954,3866,16,1,409.77,409.77
9955,3867,44,4,73.04,292.16
9956,3867,34,3,31.41,94.23
9957,3867,27,3,20.95,62.849999999999994
9958,3867,26,3,18.77,56.31
9959,3867,4,2,44.75,89.5
9960,3868,6,4,22.1,88.4
9961,3868,15,1,57.0,57.0
9962,3868,1,4,11.44,45.76
9963,3868,31,1,177.98,177.98
9964,3868,55,2,28.62,57.24
9965,3869,44,4,74.97,299.88
9966,3870,20,2,15.19,30.38
9967,3870,53,2,42.91,85.82
9968,3870,18,1,76.46,76.46
9969,3870,26,1,19.37,19.37
9970,3871,18,2,72.54,145.08
9971,3872,45,2,74.61,149.22
9972,3872,34,2,30.49,60.98
9973,3872,53,4,44.52,178.08
9974,3872,27,1,22.42,22.42
9975,3873,9,4,56.5,226.0
9976,3873,35,4,15.28,61.12
9977,3873,40,4,18.96,75.84
9978,3873,32,4,19.54,78.16
9979,3874,36,3,29.64,88.92
9980,3875,33,4,46.61,186.44
9981,3876,34,4,34.31,137.24
9982,3876,6,1,21.7,21.7
9983,3876,46,3,55.94,167.82
9984,3876,55,2,31.21,62.42
9985,3876,48,4,97.34,389.36
9986,3877,18,2,71.44,142.88
9987,3877,1,1,13.2,13.2
9988,3877,32,2,18.15,36.3
9989,3877,43,2,88.75,177.5
9990,3877,46,1,53.17,53.17
9991,3878,50,3,15.18,45.54
9992,3879,44,3,69.64,208.92000000000002
9993,3879,21,3,90.08,270.24
9994,3879,27,1,23.27,23.27
9995,3880,7,1,14.94,14.94
9996,3880,24,3,19.84,59.519999999999996
9997,3880,9,1,57.95,57.95
9998,3881,55,4,32.08,128.32
9999,3882,49,3,25.09,75.27
10000,3882,45,1,65.91,65.91
10001,3882,47,2,45.24,90.48
10002,3883,12,3,63.63,190.89000000000001
10003,3883,15,3,53.2,159.60000000000002
10004,3884,46,3,55.83,167.49
10005,3884,24,1,19.71,19.71
10006,3884,16,3,397.25,1191.75
10007,3885,53,4,40.97,163.88
10008,3885,28,2,64.13,128.26
10009,3886,53,4,44.22,176.88
10010,3886,9,4,58.96,235.84
10011,3886,5,1,38.06,38.06
10012,3887,9,3,57.24,171.72
10013,3888,55,2,29.05,58.1
10014,3888,42,3,68.63,205.89
10015,3888,25,1,28.42,28.42
10016,3888,34,3,34.92,104.76
10017,3889,9,3,56.9,170.7
10018,3890,35,1,15.77,15.77
10019,3890,44,2,70.76,141.52
10020,3891,52,2,21.61,43.22
10021,3892,50,2,16.15,32.3
10022,3892,12,2,66.51,133.02
10023,3892,5,1,41.32,41.32
10024,3893,47,2,43.87,87.74
10025,3893,40,1,17.54,17.54
10026,3894,48,2,96.12,192.24
10027,3895,21,1,91.62,91.62
10028,3896,11,1,41.14,41.14
10029,3896,35,3,14.57,43.71
10030,3896,34,4,31.26,125.04
10031,3896,39,3,31.44,94.32000000000001
10032,3896,15,2,50.12,100.24
10033,3897,7,1,15.54,15.54
10034,3897,27,4,22.39,89.56
10035,3898,15,3,54.0,162.0
10036,3898,31,3,176.98,530.9399999999999
10037,3898,6,4,22.49,89.96
10038,3898,54,3,22.67,68.01
10039,3898,48,1,95.62,95.62
10040,3899,23,2,101.54,203.08
10041,3899,32,2,17.66,35.32
10042,3899,30,4,95.49,381.96
10043,3899,21,4,80.83,323.32
10044,3900,14,1,33.9,33.9
10045,3900,21,2,90.85,181.7
10046,3901,46,2,53.53,107.06
10047,3901,34,3,34.13,102.39000000000001
10048,3901,41,2,52.71,105.42
10049,3901,12,2,64.01,128.02
10050,3902,24,2,19.97,39.94
10051,3902,48,1,103.03,103.03
10052,3902,32,4,19.39,77.56
10053,3903,45,3,69.87,209.61
10054,3903,38,2,70.54,141.08
10055,3903,22,4,228.59,914.36
10056,3904,18,2,73.84,147.68
10057,3904,14,3,34.24,102.72
10058,3905,21,2,84.55,169.1
10059,3906,34,3,31.31,93.92999999999999
10060,3906,45,4,71.73,286.92
10061,3906,7,2,15.83,31.66
10062,3906,25,3,29.59,88.77
10063,3907,44,4,76.85,307.4
10064,3908,35,1,16.49,16.49
10065,3908,21,3,82.71,248.13
10066,3908,15,2,55.6,111.2
10067,3908,24,4,20.18,80.72
10068,3909,4,4,47.79,191.16
10069,3910,32,2,18.32,36.64
10070,3910,9,4,53.53,214.12
10071,3910,35,1,14.75,14.75
10072,3911,19,2,18.99,37.98
10073,3912,21,4,92.48,369.92
10074,3912,43,3,88.8,266.4
10075,3912,53,3,45.53,136.59
10076,3912,52,1,21.33,21.33
10077,3912,34,2,32.7,65.4
10078,3913,49,2,25.83,51.66
10079,3913,47,3,45.89,137.67000000000002
10080,3914,48,2,92.97,185.94
10081,3914,49,4,24.29,97.16
10082,3914,12,3,68.14,204.42000000000002
10083,3915,34,2,33.45,66.9
10084,3915,24,3,21.35,64.05000000000001
10085,3915,23,2,101.46,202.92
10086,3916,36,1,29.42,29.42
10087,3917,52,4,23.13,92.52
10088,3917,43,1,85.02,85.02
10089,3917,1,3,12.53,37.589999999999996
10090,3918,12,1,65.43,65.43
10091,3919,13,2,46.38,92.76
10092,3919,23,2,97.33,194.66
10093,3920,30,3,98.58,295.74
10094,3920,11,1,43.8,43.8
10095,3921,53,2,44.1,88.2
10096,3921,15,4,54.03,216.12
10097,3921,17,2,150.85,301.7
10098,3922,28,4,65.45,261.8
10099,3922,8,2,131.44,262.88
10100,3922,39,1,31.56,31.56
10101,3923,19,3,19.55,58.650000000000006
10102,3923,7,1,16.01,16.01
10103,3923,45,2,65.88,131.76
10104,3924,11,1,41.65,41.65
10105,3924,16,3,399.44,1198.32
10106,3924,22,3,237.29,711.87
10107,3924,32,4,17.5,70.0
10108,3925,47,4,49.21,196.84
10109,3925,2,2,84.18,168.36
10110,3925,10,3,19.01,57.03
10111,3925,11,3,40.98,122.94
10112,3925,34,4,32.39,129.56
10113,3926,22,3,222.87,668.61
10114,3927,7,1,14.44,14.44
10115,3927,53,1,41.26,41.26
10116,3927,2,2,83.77,167.54
10117,3928,31,2,191.65,383.3
10118,3928,53,4,41.16,164.64
10119,3928,21,3,84.09,252.27
10120,3929,51,4,40.55,162.2
10121,3930,19,3,17.97,53.91
10122,3931,26,1,18.87,18.87
10123,3931,35,2,16.25,32.5
10124,3931,15,4,51.96,207.84
10125,3931,2,1,86.61,86.61
10126,3931,9,2,56.78,113.56
10127,3932,4,3,45.06,135.18
10128,3932,46,3,58.07,174.21
10129,3932,10,4,18.79,75.16
10130,3932,1,1,11.76,11.76
10131,3932,37,2,53.04,106.08
10132,3933,33,4,47.22,188.88
10133,3934,29,4,36.7,146.8
10134,3934,9,3,57.77,173.31
10135,3934,47,2,47.22,94.44
10136,3934,18,3,70.35,211.04999999999998
10137,3935,23,4,102.86,411.44
10138,3936,10,3,18.63,55.89
10139,3936,54,1,22.28,22.28
10140,3936,49,2,24.08,48.16
10141,3936,35,1,14.57,14.57
10142,3937,54,1,21.85,21.85
10143,3937,25,3,29.94,89.82000000000001
10144,3937,34,1,33.56,33.56
10145,3938,35,1,15.87,15.87
10146,3938,26,2,19.19,38.38
10147,3938,17,2,139.5,279.0
10148,3939,14,2,36.02,72.04
10149,3939,49,2,27.23,54.46
10150,3940,48,1,94.18,94.18
10151,3940,49,4,26.15,104.6
10152,3940,16,2,365.58,731.16
10153,3941,33,1,48.52,48.52
10154,3942,27,3,23.45,70.35
10155,3942,12,3,65.08,195.24
10156,3942,38,3,72.53,217.59
10157,3943,24,1,19.03,19.03
10158,3944,54,2,22.18,44.36
10159,3944,30,1,100.68,100.68
10160,3944,10,4,17.5,70.0
10161,3945,11,3,43.44,130.32
10162,3945,26,4,17.32,69.28
10163,3946,31,1,177.06,177.06
10164,3946,11,3,40.81,122.43
10165,3947,53,3,43.67,131.01
10166,3947,42,3,64.79,194.37
10167,3948,41,2,51.5,103.0
10168,3949,27,3,23.31,69.92999999999999
10169,3949,4,1,48.03,48.03
10170,3949,21,4,91.63,366.52
10171,3949,3,4,30.59,122.36
10172,3949,17,3,156.56,469.68
10173,3950,38,2,74.55,149.1
10174,3950,11,3,43.44,130.32
10175,3950,41,3,46.41,139.23
10176,3950,50,4,15.07,60.28
10177,3951,4,1,48.53,48.53
10178,3951,52,4,21.6,86.4
10179,3951,21,2,83.64,167.28
10180,3952,20,1,14.02,14.02
10181,3952,30,1,103.75,103.75
10182,3952,27,4,23.42,93.68
10183,3953,32,1,19.34,19.34
10184,3953,8,1,127.19,127.19
10185,3954,14,3,34.18,102.53999999999999
10186,3954,20,2,14.58,29.16
10187,3954,4,3,43.87,131.60999999999999
10188,3954,50,1,14.92,14.92
10189,3955,19,1,17.89,17.89
10190,3955,4,4,43.81,175.24
10191,3955,42,2,69.9,139.8
10192,3955,49,4,26.24,104.96
10193,3956,9,3,57.6,172.8
10194,3956,25,2,28.96,57.92
10195,3956,11,3,41.82,125.46000000000001
10196,3957,52,2,23.02,46.04
10197,3957,51,1,39.63,39.63
10198,3957,35,1,15.23,15.23
10199,3958,37,3,59.1,177.3
10200,3958,19,3,18.94,56.82000000000001
10201,3959,34,1,34.96,34.96
10202,3960,11,3,45.9,137.7
10203,3960,19,4,19.24,76.96
10204,3960,40,1,18.39,18.39
10205,3961,32,3,17.75,53.25
10206,3962,45,1,66.54,66.54
10207,3962,50,1,15.92,15.92
10208,3962,8,1,118.29,118.29
10209,3962,27,4,23.9,95.6
10210,3962,38,2,70.01,140.02
10211,3963,45,3,70.64,211.92000000000002
10212,3963,17,2,145.15,290.3
10213,3963,33,2,45.22,90.44
10214,3964,52,4,23.31,93.24
10215,3964,44,4,72.12,288.48
10216,3965,33,3,46.35,139.05
10217,3966,33,3,43.73,131.19
10218,3966,8,1,122.65,122.65
10219,3967,25,1,26.85,26.85
10220,3968,21,2,90.36,180.72
10221,3968,9,1,59.15,59.15
10222,3968,16,3,371.68,1115.04
10223,3968,15,1,52.19,52.19
10224,3969,29,4,37.99,151.96
10225,3969,47,1,48.83,48.83
10226,3969,40,1,18.23,18.23
10227,3969,10,3,19.76,59.28
10228,3970,2,3,84.32,252.95999999999998
10229,3970,19,4,18.99,75.96
10230,3970,17,1,158.47,158.47
10231,3970,32,2,18.78,37.56
10232,3971,24,4,19.26,77.04
10233,3971,10,1,18.97,18.97
10234,3971,33,2,46.64,93.28
10235,3971,16,4,367.15,1468.6
10236,3971,49,4,26.33,105.32
10237,3972,43,1,88.57,88.57
10238,3973,6,2,24.15,48.3
10239,3974,45,2,65.08,130.16
10240,3975,55,4,30.48,121.92
10241,3976,31,4,174.99,699.96
10242,3977,37,4,55.2,220.8
10243,3977,17,1,143.62,143.62
10244,3978,11,4,44.55,178.2
10245,3978,40,2,19.39,38.78
10246,3978,36,1,29.31,29.31
10247,3979,43,4,84.57,338.28
10248,3980,12,4,69.66,278.64
10249,3980,49,4,24.18,96.72
10250,3980,22,3,236.66,709.98
10251,3980,35,1,14.38,14.38
10252,3981,8,4,124.56,498.24
10253,3981,53,2,43.13,86.26
10254,3982,36,3,28.78,86.34
10255,3982,23,3,95.39,286.17
10256,3982,12,1,67.35,67.35
10257,3983,36,2,27.51,55.02
10258,3983,26,3,18.21,54.63
10259,3983,52,3,23.32,69.96000000000001
10260,3983,34,1,30.96,30.96
10261,3983,7,1,14.59,14.59
10262,3984,10,2,19.35,38.7
10263,3984,51,4,38.32,153.28
10264,3984,32,2,19.34,38.68
10265,3984,27,4,23.31,93.24
10266,3985,15,2,53.17,106.34
10267,3985,40,3,19.49,58.47
10268,3986,35,3,15.75,47.25
10269,3986,19,1,17.38,17.38
10270,3986,2,4,81.38,325.52
10271,3987,4,2,48.39,96.78
10272,3987,28,2,66.64,133.28
10273,3988,10,1,19.66,19.66
10274,3988,21,2,85.94,171.88
10275,3988,32,3,19.58,58.739999999999995
10276,3988,37,4,58.91,235.64
10277,3989,19,3,17.57,52.71
10278,3990,30,2,98.13,196.26
10279,3990,52,3,23.69,71.07000000000001
10280,3990,29,1,34.49,34.49
10281,3990,49,4,25.39,101.56
10282,3990,1,1,11.95,11.95
10283,3991,31,4,187.91,751.64
10284,3991,14,1,35.79,35.79
10285,3992,42,1,64.25,64.25
10286,3992,22,3,228.82,686.46
10287,3992,15,2,55.02,110.04
10288,3993,28,4,62.94,251.76
10289,3993,20,2,15.21,30.42
10290,3993,22,3,219.14,657.42
10291,3994,53,1,43.38,43.38
10292,3994,17,2,153.26,306.52
10293,3994,40,3,17.75,53.25
10294,3994,33,1,44.52,44.52
10295,3995,52,1,21.64,21.64
10296,3996,52,2,23.37,46.74
10297,3996,40,3,19.03,57.09
10298,3997,38,1,74.3,74.3
10299,3997,7,1,16.05,16.05
10300,3997,12,2,68.12,136.24
10301,3998,16,1,372.12,372.12
10302,3999,45,1,70.59,70.59
10303,3999,49,2,26.35,52.7
10304,4000,8,2,121.99,243.98
10305,4000,3,3,28.92,86.76
10306,4000,2,2,91.57,183.14
10307,4000,5,4,38.14,152.56
10308,4000,20,4,14.78,59.12
10309,4001,42,1,64.04,64.04
10310,4001,22,2,216.35,432.7
10311,4002,22,4,230.05,920.2
10312,4002,18,1,70.35,70.35
10313,4002,4,4,46.98,187.92
10314,4003,35,4,16.27,65.08
10315,4003,5,1,40.25,40.25
10316,4003,28,1,64.56,64.56
10317,4003,20,2,14.2,28.4
10318,4004,17,2,144.61,289.22
10319,4004,43,1,90.41,90.41
10320,4005,34,3,33.67,101.01
10321,4006,8,1,131.36,131.36
10322,4006,12,1,70.23,70.23
10323,4007,2,3,88.32,264.96
10324,4007,15,4,50.51,202.04
10325,4008,5,3,39.72,119.16
10326,4008,17,1,158.45,158.45
10327,4008,34,3,32.34,97.02000000000001
10328,4008,46,4,55.24,220.96
10329,4008,40,4,18.53,74.12
10330,4009,14,3,36.64,109.92
10331,4009,44,3,76.14,228.42000000000002
10332,4010,23,1,91.54,91.54
10333,4010,42,1,70.69,70.69
10334,4010,36,3,27.18,81.53999999999999
10335,4010,25,4,29.15,116.6
10336,4011,12,3,62.9,188.7
10337,4012,46,1,58.7,58.7
10338,4013,13,4,50.78,203.12
10339,4013,36,4,28.37,113.48
10340,4014,13,1,49.2,49.2
10341,4015,2,3,93.21,279.63
10342,4016,53,4,45.95,183.8
10343,4017,16,3,369.57,1108.71
10344,4017,35,4,14.76,59.04
10345,4017,34,1,33.42,33.42
10346,4018,49,4,25.5,102.0
10347,4018,48,2,102.8,205.6
10348,4018,9,2,57.61,115.22
10349,4019,13,1,46.4,46.4
10350,4020,26,4,18.87,75.48
10351,4020,5,4,36.74,146.96
10352,4020,53,3,45.87,137.60999999999999
10353,4021,38,4,70.69,282.76
10354,4021,11,4,44.63,178.52
10355,4022,47,4,44.39,177.56
10356,4022,23,1,97.72,97.72
10357,4023,45,1,66.36,66.36
10358,4024,51,3,38.64,115.92
10359,4025,38,4,78.83,315.32
10360,4025,39,4,31.83,127.32
10361,4026,51,1,41.14,41.14
10362,4026,25,1,30.73,30.73
10363,4027,38,4,76.31,305.24
10364,4028,51,3,41.8,125.39999999999999
10365,4028,27,4,22.37,89.48
10366,4028,7,3,14.38,43.14
10367,4028,26,2,17.85,35.7
10368,4029,6,4,23.82,95.28
10369,4029,54,1,21.57,21.57
10370,4029,32,3,17.76,53.28
10371,4029,1,4,11.74,46.96
10372,4030,37,4,53.61,214.44
10373,4031,4,4,44.17,176.68
10374,4031,3,3,28.11,84.33
10375,4031,11,3,40.25,120.75
10376,4031,36,4,27.48,109.92
10377,4032,10,1,18.04,18.04
10378,4032,6,1,23.34,23.34
10379,4032,39,4,35.15,140.6
10380,4032,8,4,119.45,477.8
10381,4033,39,1,32.26,32.26
10382,4033,27,4,22.44,89.76
10383,4034,10,1,18.08,18.08
10384,4034,47,1,46.32,46.32
10385,4034,40,1,19.7,19.7
10386,4035,21,2,83.38,166.76
10387,4035,23,2,91.65,183.3
10388,4035,14,3,33.57,100.71000000000001
10389,4036,3,2,28.54,57.08
10390,4037,17,2,155.24,310.48
10391,4037,16,4,406.35,1625.4
10392,4037,52,3,23.46,70.38
10393,4037,44,4,78.06,312.24
10394,4038,34,3,33.8,101.39999999999999
10395,4038,21,2,85.42,170.84
10396,4038,30,1,95.9,95.9
10397,4039,40,1,18.25,18.25
10398,4039,36,3,27.38,82.14
10399,4039,3,1,29.15,29.15
10400,4039,17,1,153.4,153.4
10401,4039,52,3,24.19,72.57000000000001
10402,4040,22,1,218.85,218.85
10403,4040,43,1,92.36,92.36
10404,4041,5,3,40.78,122.34
10405,4041,55,3,31.08,93.24
10406,4042,31,1,187.33,187.33
10407,4042,19,1,17.85,17.85
10408,4043,53,2,41.34,82.68
10409,4043,51,4,36.19,144.76
10410,4044,10,3,19.54,58.62
10411,4044,42,1,67.57,67.57
10412,4044,37,2,53.53,107.06
10413,4045,15,1,56.28,56.28
10414,4045,13,4,49.23,196.92
10415,4045,45,4,66.01,264.04
10416,4046,11,3,43.16,129.48
10417,4046,54,2,21.67,43.34
10418,4046,39,2,34.26,68.52
10419,4047,27,1,21.8,21.8
10420,4047,4,3,47.5,142.5
10421,4047,25,3,28.64,85.92
10422,4047,50,1,16.41,16.41
10423,4047,51,1,36.47,36.47
10424,4048,53,1,42.74,42.74
10425,4049,37,3,56.49,169.47
10426,4049,15,2,52.17,104.34
10427,4049,18,4,73.18,292.72
10428,4050,11,3,46.03,138.09
10429,4050,10,3,17.94,53.82000000000001
10430,4050,15,2,52.37,104.74
10431,4050,51,1,39.01,39.01
10432,4051,13,1,46.46,46.46
10433,4051,47,2,43.74,87.48
10434,4052,26,4,17.91,71.64
10435,4052,1,1,11.83,11.83
10436,4052,32,3,19.27,57.81
10437,4053,45,3,70.75,212.25
10438,4053,13,4,48.04,192.16
10439,4053,41,4,48.76,195.04
10440,4053,2,4,89.32,357.28
10441,4053,14,3,37.46,112.38
10442,4054,15,1,51.48,51.48
10443,4054,10,2,18.61,37.22
10444,4054,50,4,14.97,59.88
10445,4054,47,4,45.5,182.0
10446,4054,48,1,104.07,104.07
10447,4055,34,3,33.71,101.13
10448,4055,46,3,58.91,176.73
10449,4056,6,2,22.05,44.1
10450,4056,3,2,28.37,56.74
10451,4057,5,1,38.56,38.56
10452,4058,37,1,53.06,53.06
10453,4058,25,4,28.25,113.0
10454,4058,39,4,30.88,123.52
10455,4059,5,1,37.08,37.08
10456,4060,36,3,27.83,83.49
10457,4060,4,3,46.22,138.66
10458,4060,32,2,18.57,37.14
10459,4061,48,1,91.76,91.76
10460,4061,34,1,30.41,30.41
10461,4061,2,3,89.16,267.48
10462,4061,51,4,39.01,156.04
10463,4062,29,4,37.09,148.36
10464,4062,35,4,14.45,57.8
10465,4063,38,1,69.09,69.09
10466,4063,9,4,58.21,232.84
10467,4063,12,3,67.4,202.20000000000002
10468,4064,32,2,18.01,36.02
10469,4065,6,1,22.65,22.65
10470,4065,22,4,231.13,924.52
10471,4065,14,3,33.65,100.94999999999999
10472,4065,25,3,30.16,90.48
10473,4066,19,2,19.12,38.24
10474,4066,49,4,25.94,103.76
10475,4066,43,3,84.14,252.42000000000002
10476,4067,7,1,15.09,15.09
10477,4067,33,2,45.62,91.24
10478,4067,48,1,93.1,93.1
10479,4068,7,1,14.47,14.47
10480,4068,48,4,101.33,405.32
10481,4068,2,4,89.07,356.28
10482,4068,20,3,14.59,43.769999999999996
10483,4068,50,4,14.98,59.92
10484,4069,48,4,100.26,401.04
10485,4069,33,4,47.42,189.68
10486,4070,36,2,30.56,61.12
10487,4070,32,2,19.63,39.26
10488,4071,36,2,30.8,61.6
10489,4071,46,3,58.55,175.64999999999998
10490,4071,47,4,47.25,189.0
10491,4071,50,4,14.84,59.36
10492,4072,31,2,187.97,375.94
10493,4072,1,1,11.82,11.82
10494,4072,13,4,49.59,198.36
10495,4073,8,1,130.05,130.05
10496,4074,32,4,18.24,72.96
10497,4074,41,3,51.08,153.24
10498,4074,17,4,152.67,610.68
10499,4075,33,2,45.45,90.9
10500,4076,55,1,30.17,30.17
10501,4077,2,1,84.55,84.55
10502,4077,39,3,34.56,103.68
10503,4077,16,1,378.7,378.7
10504,4077,7,4,14.59,58.36
10505,4077,52,2,23.78,47.56
10506,4078,7,4,14.38,57.52
10507,4078,22,3,213.69,641.0699999999999
10508,4079,16,4,395.67,1582.68
10509,4080,39,1,33.23,33.23
10510,4080,27,3,22.59,67.77
10511,4080,15,1,54.86,54.86
10512,4081,37,2,60.21,120.42
10513,4082,22,4,212.81,851.24
10514,4082,41,2,48.26,96.52
10515,4082,51,2,38.22,76.44
10516,4083,6,2,23.96,47.92
10517,4083,5,4,40.66,162.64
10518,4084,8,3,118.52,355.56
10519,4084,23,3,91.32,273.96
10520,4085,49,3,24.09,72.27
10521,4085,18,1,72.15,72.15
10522,4085,20,1,14.3,14.3
10523,4085,29,1,37.46,37.46
10524,4085,19,2,18.2,36.4
10525,4086,7,4,14.55,58.2
10526,4087,25,1,30.32,30.32
10527,4088,18,2,70.5,141.0
10528,4088,26,3,18.37,55.11
10529,4088,54,1,23.04,23.04
10530,4088,19,4,17.86,71.44
10531,4089,33,1,45.52,45.52
10532,4089,7,1,15.68,15.68
10533,4089,36,1,28.41,28.41
10534,4090,32,4,19.56,78.24
10535,4090,4,1,46.02,46.02
10536,4091,6,1,21.31,21.31
10537,4092,32,3,18.73,56.19
10538,4092,43,1,90.48,90.48
10539,4093,14,3,34.01,102.03
10540,4094,16,4,395.37,1581.48
10541,4094,30,1,93.02,93.02
10542,4095,37,2,56.91,113.82
10543,4095,41,4,48.24,192.96
10544,4096,51,4,37.32,149.28
10545,4096,52,1,22.66,22.66
10546,4096,45,4,67.65,270.6
10547,4096,43,2,96.72,193.44
10548,4097,20,3,15.23,45.69
10549,4098,39,4,34.99,139.96
10550,4098,17,4,139.15,556.6
10551,4098,24,4,21.24,84.96
10552,4099,41,3,51.15,153.45
10553,4100,18,1,77.87,77.87
10554,4100,5,4,37.33,149.32
10555,4100,19,4,17.27,69.08
10556,4100,37,4,56.12,224.48
10557,4101,13,4,49.05,196.2
10558,4101,22,2,222.45,444.9
10559,4101,37,2,55.95,111.9
10560,4102,26,2,19.34,38.68
10561,4102,54,3,23.29,69.87
10562,4102,32,3,19.79,59.37
10563,4102,18,4,71.12,284.48
10564,4102,39,2,34.07,68.14
10565,4103,16,4,377.34,1509.36
10566,4103,19,3,18.48,55.44
10567,4104,12,2,66.94,133.88
10568,4104,45,3,73.72,221.16
10569,4104,34,4,32.48,129.92
10570,4105,12,1,65.44,65.44
10571,4105,37,4,58.86,235.44
10572,4105,52,3,24.1,72.30000000000001
10573,4106,17,4,158.72,634.88
10574,4106,30,4,96.15,384.6
10575,4107,34,3,31.25,93.75
10576,4107,6,4,21.68,86.72
10577,4107,50,3,16.4,49.199999999999996
10578,4108,33,4,44.2,176.8
10579,4108,4,4,43.21,172.84
10580,4109,25,2,29.08,58.16
10581,4109,42,1,69.56,69.56
10582,4109,17,2,144.02,288.04
10583,4110,11,4,44.04,176.16
10584,4110,40,3,18.55,55.650000000000006
10585,4111,8,2,126.69,253.38
10586,4112,38,2,77.9,155.8
10587,4113,15,4,57.16,228.64
10588,4113,53,1,43.59,43.59
10589,4113,4,2,44.24,88.48
10590,4114,22,3,240.88,722.64
10591,4114,2,3,84.12,252.36
10592,4115,52,3,23.76,71.28
10593,4115,4,3,43.65,130.95
10594,4116,21,2,88.93,177.86
10595,4116,50,3,15.94,47.82
10596,4117,52,1,21.35,21.35
10597,4117,39,2,34.26,68.52
10598,4118,40,2,18.9,37.8
10599,4118,31,1,188.76,188.76
10600,4119,5,1,40.77,40.77
10601,4119,48,3,101.19,303.57
10602,4119,42,4,68.1,272.4
10603,4119,37,3,58.21,174.63
10604,4120,3,3,30.17,90.51
10605,4120,29,2,37.13,74.26
10606,4121,31,1,186.19,186.19
10607,4121,1,3,11.47,34.410000000000004
10608,4121,15,4,54.3,217.2
10609,4122,34,2,34.21,68.42
10610,4122,48,1,91.97,91.97
10611,4122,32,3,17.54,52.62
10612,4123,6,1,23.09,23.09
10613,4123,37,2,60.46,120.92
10614,4124,42,3,62.57,187.71
10615,4124,51,4,40.15,160.6
10616,4125,43,2,95.34,190.68
10617,4125,20,4,14.18,56.72
10618,4125,55,2,30.18,60.36
10619,4125,5,2,37.87,75.74
10620,4126,17,4,140.46,561.84
10621,4126,2,2,88.01,176.02
10622,4126,22,3,237.62,712.86
10623,4127,9,3,55.71,167.13
10624,4127,45,1,69.74,69.74
10625,4128,15,1,52.11,52.11
10626,4128,24,4,20.81,83.24
10627,4128,5,3,41.73,125.19
10628,4129,52,1,21.89,21.89
10629,4130,23,4,97.09,388.36
10630,4130,16,3,365.98,1097.94
10631,4130,42,1,64.96,64.96
10632,4131,50,1,16.36,16.36
10633,4131,5,4,38.31,153.24
10634,4132,42,1,65.66,65.66
10635,4132,31,3,188.67,566.01
10636,4132,50,1,15.87,15.87
10637,4133,48,4,95.63,382.52
10638,4133,3,3,30.06,90.17999999999999
10639,4133,10,4,19.61,78.44
10640,4134,34,2,32.09,64.18
10641,4134,33,2,44.24,88.48
10642,4134,46,2,52.92,105.84
10643,4135,22,4,214.08,856.32
10644,4136,32,2,18.64,37.28
10645,4136,10,2,17.41,34.82
10646,4137,8,1,127.55,127.55
10647,4138,55,3,28.71,86.13
10648,4138,45,3,73.22,219.66
10649,4138,29,2,37.33,74.66
10650,4139,21,1,91.06,91.06
10651,4139,50,4,14.95,59.8
10652,4139,18,2,72.81,145.62
10653,4139,5,4,39.72,158.88
10654,4139,53,4,42.49,169.96
10655,4140,37,2,59.93,119.86
10656,4141,20,3,14.41,43.230000000000004
10657,4141,28,1,63.41,63.41
10658,4141,15,4,55.65,222.6
10659,4141,35,1,14.43,14.43
10660,4142,18,4,72.56,290.24
10661,4142,37,1,53.92,53.92
10662,4142,25,2,30.18,60.36
10663,4142,28,4,62.37,249.48
10664,4142,24,1,19.48,19.48
10665,4143,7,3,15.42,46.26
10666,4143,1,2,12.02,24.04
10667,4144,6,3,23.59,70.77
10668,4144,18,3,68.8,206.39999999999998
10669,4145,15,2,54.23,108.46
10670,4145,5,2,41.25,82.5
10671,4145,32,3,18.77,56.31
10672,4145,12,3,68.46,205.38
10673,4145,36,4,26.66,106.64
10674,4146,44,1,77.15,77.15
10675,4147,28,2,59.66,119.32
10676,4147,27,1,22.19,22.19
10677,4147,44,1,73.51,73.51
10678,4148,40,2,18.19,36.38
10679,4148,4,4,44.53,178.12
10680,4148,38,1,69.43,69.43
10681,4148,23,1,93.99,93.99
10682,4149,1,1,12.35,12.35
10683,4150,55,3,31.95,95.85
10684,4150,1,4,12.7,50.8
10685,4151,10,3,19.42,58.260000000000005
10686,4151,40,2,19.34,38.68
10687,4151,44,3,75.91,227.73
10688,4152,28,2,60.02,120.04
10689,4152,21,1,89.59,89.59
10690,4153,17,1,142.61,142.61
10691,4153,45,4,72.05,288.2
10692,4153,4,2,44.92,89.84
10693,4154,43,1,88.0,88.0
10694,4154,15,2,53.67,107.34
10695,4155,44,1,75.11,75.11
10696,4155,12,3,67.93,203.79000000000002
10697,4156,1,2,12.62,25.24
10698,4156,21,2,84.12,168.24
10699,4156,12,4,66.62,266.48
10700,4157,5,3,36.74,110.22
10701,4158,20,4,13.6,54.4
10702,4158,49,3,25.99,77.97
10703,4159,41,2,49.52,99.04
10704,4160,36,2,27.62,55.24
10705,4161,47,2,43.86,87.72
10706,4161,23,1,96.67,96.67
10707,4161,2,2,90.2,180.4
